18291434	music	31.248783	121.439339	170326
12146923	music	31.221743	121.414787	2792283
18407159	music	31.220366	121.424622	500948
21952663	music	31.230392	121.473701	500295
15033207	music	31.246061	121.440155	126092
21312844	music	31.219261	121.425949	4755108
14295124	music	31.216843	121.452545	104612
14873947	music	31.230392	121.473701	100083
15028836	music	31.230392	121.473701	500099
15027527	music	31.230392	121.473701	502550
16062667	music	31.230392	121.473701	110380
11075610	music	31.235413	121.437866	500327
14572288	music	31.245968	121.44017	54403964
13509402	music	31.217009	121.452621	1013477
20908579	music	31.248751	121.446671	36639656
20940288	music	31.249174	121.440094	500379
10914781	music	31.274626	121.452744	1550135
15456535	music	31.230392	121.473701	500527
15267446	music	31.246061	121.440155	2876137
11063974	music	31.226427	121.458984	500339
15486682	music	31.230392	121.473701	56603428
14880330	music	31.230392	121.473701	53470565
19896280	music	31.230392	121.473701	500295
20522024	music	31.231707	121.472641	2661762
20251643	music	31.249174	121.440094	3139808
11097669	music	31.226341	121.458412	500339
21315761	music	31.22677	121.45195	502458
15441486	music	31.230392	121.473701	502411
18168392	music	31.230392	121.473701	500527
14642811	music	31.230192	121.46479	501880
15652970	music	31.230392	121.473701	1879819
21832031	music	31.249159	121.440079	500379
14857686	music	31.230392	121.473701	1879819
14775468	music	31.230392	121.473701	502411
17321347	music	31.230392	121.473701	501220
14300850	music	31.237062	121.443275	100975
16330713	music	31.230392	121.473701	501070
11136325	music	31.225023	121.455513	500339
16020491	music	31.230392	121.473701	501070
14710673	music	31.237062	121.443275	100525
14824207	music	31.236309	121.444038	501220
15148209	music	31.230192	121.46479	501880
11422426	music	31.224777	121.435257	2189736
16804319	music	31.22534	121.421913	143040
15970639	music	31.234964	121.452469	501613
15413351	music	31.230392	121.473701	501308
21837933	music	31.230392	121.473701	500295
15533885	music	31.217009	121.452621	136968
14754657	music	31.230392	121.473701	101191
11079005	music	31.226215	121.458061	500339
11317329	music	31.223665	121.444344	2522906
14854427	music	31.230392	121.473701	502411
17890148	music	31.220366	121.424622	176416
19726925	music	31.248783	121.439339	187956
21315889	music	31.22678	121.451942	502458
11488510	music	31.229475	121.471771	27417067
20576599	music	31.249174	121.440094	500379
20807599	music	31.229666	121.471863	501171
10976681	music	31.249762	121.42952	1420728
12505087	music	31.229683	121.472221	501171
15406631	music	31.230392	121.473701	121265
15409902	music	31.230064	121.470848	500158
15590807	music	31.230392	121.473701	502411
11026403	music	31.226343	121.457207	500339
15404475	music	31.229639	121.471245	501171
21717499	music	31.249178	121.440094	500379
12958891	music	31.217009	121.452621	500107
18618511	music	31.223238	121.445518	502458
17861911	music	31.22534	121.421913	143040
15318614	music	31.229639	121.471245	501171
13826642	music	31.221394	121.420502	50977937
12058926	music	31.230101	121.464409	1980302
11471741	music	31.236694	121.44397	33483685
12705612	music	31.227598	121.470688	4523023
11101294	music	31.234015	121.445076	1232432
15329723	music	31.230392	121.473701	109806
11732670	music	31.240112	121.466492	4684961
16172051	music	31.230392	121.473701	502550
11179659	music	31.227644	121.462761	4604056
20754231	music	31.249174	121.440094	500379
15213033	music	31.230392	121.473701	104495
12296270	music	31.236694	121.44397	2449790
14490793	music	31.220366	121.424622	500028
18375205	music	31.230392	121.473701	500295
15614116	music	31.230392	121.473701	500479
16843389	music	31.229624	121.471802	2927227
15349038	music	31.229639	121.471245	501171
11281648	music	31.234528	121.43618	1382495
12812119	music	31.236212	121.444122	46886707
12275494	music	31.229473	121.471771	501171
15712824	music	31.234501	121.436142	502812
15342543	music	31.230392	121.473701	1720539
14333562	music	31.237062	121.443275	115323
21829143	music	31.249159	121.440079	500379
20557353	music	31.234821	121.47068	502550
19723324	music	31.274736	121.45163	2844603
16502472	music	31.216875	121.452698	41816385
11438538	music	31.229475	121.471771	28313170
10831079	music	31.235027	121.452293	3323537
13797976	music	31.242371	121.472275	50477992
21977740	music	31.230392	121.473701	500295
14948238	music	31.230392	121.473701	121265
15106826	music	31.217009	121.452621	103855
15359052	music	31.230392	121.473701	3935493
15029753	music	31.24745	121.452362	501273
16098537	music	31.234501	121.436142	502812
14640895	music	31.245968	121.44017	104612
19015177	music	31.23982	121.421776	53610053
17802665	music	31.230392	121.473701	121265
17288273	music	31.231739	121.469887	121265
11223885	music	31.226555	121.458603	500339
20731193	music	31.249174	121.440094	500379
14383499	music	31.237019	121.443359	4372323
11223781	music	31.226398	121.458519	500339
12530964	music	31.217001	121.452599	500107
13371581	music	31.236309	121.444038	500379
14870444	music	31.246061	121.440155	500005
17186582	music	31.230392	121.473701	501049
11330222	music	31.216934	121.441032	2333225
16526212	music	31.22534	121.421913	143040
20933913	music	31.229004	121.448227	3139808
20804136	music	31.217585	121.440453	500379
12925116	music	31.219849	121.423988	2222883
10937692	music	31.226656	121.458237	500339
11215102	music	31.226639	121.458427	500339
16482101	music	31.230392	121.473701	500527
20982535	music	31.231104	121.468895	500260
15192680	music	31.230392	121.473701	500527
11566913	music	31.224638	121.435211	500976
17944351	music	31.235891	121.453003	500107
19374167	music	31.230392	121.473701	1720539
11075760	music	31.226343	121.457245	500339
21825154	music	31.230392	121.473701	500295
16018541	music	31.230392	121.473701	143354
14965293	music	31.22168	121.459961	500146
14925593	music	31.229639	121.471245	501171
14487511	music	31.224915	121.460495	112038
15371690	music	31.247404	121.452194	501273
15569596	music	31.230392	121.473701	502411
20740626	music	31.248783	121.439339	187956
10865107	music	31.226139	121.44323	500295
13034131	music	31.233946	121.439758	1464972
12897003	music	31.217001	121.452599	1125476
13423033	music	31.236483	121.442329	500033
10907367	music	31.22662	121.458321	500339
11177361	music	31.228804	121.447166	1350923
14786835	music	31.220366	121.424622	500321
19726611	music	31.243055	121.47216	213515
12308413	music	31.236694	121.44397	3025895
11149383	music	31.226673	121.458153	500339
14385579	music	31.237019	121.443359	46886707
16103037	music	31.217009	121.452621	100253
11286656	music	31.217085	121.440514	4847910
18087024	music	31.230392	121.473701	500527
21185508	music	31.249174	121.440094	101358
16864868	music	31.230192	121.46479	501880
14934677	music	31.230392	121.473701	104094
15556640	music	31.22168	121.459961	500146
11924058	music	31.229473	121.471771	4607726
17990337	music	31.230392	121.473701	157835
15325052	music	31.230392	121.473701	501623
15990337	music	31.22525	121.44352	108658
11316959	music	31.237146	121.443787	1210513
11127981	music	31.238031	121.435303	3170755
21277402	music	31.243055	121.47216	501273
12715424	music	31.229473	121.471771	500648
20812338	music	31.249174	121.440094	500379
20800625	music	31.254639	121.465782	2661762
21843757	music	31.230392	121.473701	500295
17144631	music	31.235891	121.453003	500107
17214924	music	31.230192	121.46479	501880
12678739	music	31.221766	121.456284	500064
11938724	music	31.236694	121.44397	4323025
15706516	music	31.247515	121.451874	501273
18714426	music	31.227905	121.447533	3139808
21869926	music	31.230392	121.473701	500295
17007301	music	31.231361	121.472801	500019
15415784	music	31.230392	121.473701	121265
11606430	music	31.236679	121.443741	1578381
21855547	music	31.249178	121.440094	501152
14315924	music	31.240093	121.466019	118676
11989561	music	31.229383	121.455971	4607726
15071493	music	31.230392	121.473701	1969367
18328289	music	31.230392	121.473701	500295
16873172	music	31.230392	121.473701	501070
13562264	music	31.236309	121.444038	500379
