18291434	53377910
18291434	51530668
18291434	2342112
18291434	2226480
18291434	39181752
18291434	2271950
18291434	3304180
18291434	2081072
18291434	3858728
18291434	2273909
12146923	1054807
12146923	1297759
12146923	2183473
12146923	3122055
12146923	1486782
12146923	2196140
12146923	42874891
12146923	1225258
12146923	30825525
12146923	2155020
18407159	44096680
18407159	42181853
18407159	45064148
18407159	68913984
18407159	41013214
18407159	3613018
18407159	55802778
18407159	49910609
18407159	1879834
18407159	44585546
21952663	2724585
21952663	2272006
21952663	82462619
21952663	2027066
21952663	45090360
21952663	1343887
15033207	1117865
15033207	1706717
15033207	2512397
15033207	2739671
15033207	3003035
15033207	2007815
15033207	4038570
15033207	2562146
15033207	46915838
15033207	2886045
21312844	34550461
21312844	4460800
21312844	1680812
14295124	36099867
14295124	37222993
14295124	2273909
14295124	30661904
14295124	44585546
14295124	3878886
14873947	27945917
14873947	2982820
14873947	4028083
14873947	2502736
14873947	4469835
14873947	2969854
14873947	1072547
14873947	1238253
14873947	1874766
14873947	1838434
15028836	51888001
15028836	2221343
15028836	1670293
15028836	1811693
15028836	3972562
15028836	2982820
15028836	1883120
15028836	2769940
15028836	2200807
15028836	28887689
15027527	1706717
15027527	2927227
15027527	3278860
15027527	1534600
15027527	48114489
15027527	1126051
15027527	1064685
15027527	1374591
16062667	41860096
16062667	2484326
11075610	2724585
11075610	2073594
11075610	2083399
11075610	2618350
11075610	2196140
11075610	2467941
11075610	2739511
11075610	1093067
11075610	1387906
11075610	2961616
14572288	48984720
14572288	46484269
14572288	43943994
14572288	37754828
14572288	1667170
14572288	2221343
14572288	2886045
14572288	1241003
14572288	54185307
14572288	23281594
13509402	3328828
13509402	2659016
13509402	1009425
13509402	1474664
13509402	2969854
20908579	37574254
20940288	1167171
20940288	48365404
20940288	60592119
20940288	62797454
20940288	48885270
20940288	39765056
20940288	1190763
20940288	3882020
20940288	64048104
20940288	43691155
10914781	1706717
10914781	2724585
10914781	1751748
10914781	2198153
10914781	1667170
10914781	3981883
10914781	1089937
10914781	1743813
10914781	1387906
10914781	1427140
15456535	4637077
15456535	1060672
15456535	1218360
15456535	1706717
15456535	1303079
15456535	3502905
15456535	3115365
15456535	49599030
15456535	3146600
15456535	3434940
15267446	56048043
15267446	2693629
15267446	1225258
15267446	2430458
15267446	4398131
15267446	1427140
15267446	2747498
15267446	3483846
15267446	2215310
15267446	2273909
11063974	2930031
11063974	1706717
11063974	8140666
11063974	1297759
11063974	2746415
11063974	3122055
11063974	4316970
11063974	2731653
11063974	3305683
11063974	1302756
15486682	1525405
15486682	2695848
15486682	1743813
15486682	2497604
15486682	56658960
15486682	50974541
14880330	38686999
19896280	77146715
19896280	3696011
19896280	44656104
19896280	54728792
19896280	1666144
19896280	2892347
19896280	61541441
19896280	1966666
19896280	49043675
19896280	2623065
20522024	34812385
20522024	3468206
20522024	38961424
20522024	1522811
20522024	42577658
20522024	3791815
20522024	48212528
20251643	1637661
20251643	1446318
20251643	53377910
20251643	2841081
20251643	2834814
20251643	1170406
20251643	4367933
11097669	1706717
11097669	8140666
11097669	1297759
11097669	2746415
11097669	1093662
11097669	3372491
11097669	4044966
11097669	2273909
11097669	2564587
11097669	8154269
21315761	2806478
21315761	25256465
21315761	4711720
21315761	62797454
21315761	3095991
21315761	1375691
21315761	4814983
21315761	4442662
21315761	1082552
21315761	1001497
15441486	1577009
15441486	1406507
15441486	4307923
15441486	1236314
15441486	2510649
15441486	56314574
15441486	14008981
15441486	1444331
15441486	1520901
15441486	4023747
18168392	66775833
18168392	1621464
18168392	1060672
18168392	47297560
18168392	34004524
18168392	48045762
18168392	3681345
18168392	44469547
18168392	1540922
18168392	1523008
14642811	3647728
14642811	47898012
14642811	49803295
14642811	1662090
14642811	2530672
14642811	3878886
14642811	1203759
14642811	2481639
14642811	1009425
15652970	1278875
15652970	2632657
15652970	4705449
15652970	2029194
21832031	75081344
21832031	1167171
21832031	61393799
21832031	1269805
14857686	42922234
14857686	47215023
14857686	54098337
14857686	32514421
14857686	52788534
14857686	1420339
14857686	2927227
14857686	1473866
14857686	2074031
14857686	1293490
14775468	1351320
14775468	1201357
14775468	4323334
14775468	44004211
14775468	1406307
14775468	1451899
14775468	3345782
14775468	30661904
14775468	23219808
14775468	3296898
17321347	1234885
17321347	1253067
17321347	2254648
17321347	1554497
17321347	3466243
17321347	54826172
17321347	49559779
17321347	2857658
17321347	1255674
17321347	2646134
14300850	1706717
14300850	2254648
14300850	28212758
14300850	46528991
14300850	51098156
14300850	52535840
14300850	46129892
14300850	1218484
14300850	2056940
14300850	37579908
16330713	45833053
16330713	49599030
16330713	4134389
16330713	1571695
16330713	1534931
16330713	49559779
16330713	1100600
16330713	2894008
16330713	47801695
16330713	4379714
11136325	1706717
11136325	8140666
11136325	1297759
11136325	2746415
11136325	4696607
11136325	1093662
11136325	3372491
11136325	1115902
11136325	2731653
11136325	2342112
16020491	38681137
16020491	45833053
16020491	1218360
16020491	2254648
16020491	2672943
16020491	1132034
16020491	49559779
16020491	56762193
16020491	1246288
16020491	2445462
14710673	4273374
14710673	3290575
14710673	1168032
14710673	1489031
14710673	3791815
14710673	1989415
14710673	2289147
14710673	1459703
14824207	2241909
14824207	1706717
14824207	1218360
14824207	2254648
14824207	3502905
14824207	2129813
14824207	1093662
14824207	2562146
14824207	49559779
14824207	1693898
15148209	1231759
15148209	42374398
15148209	2724585
15148209	1234885
15148209	4282012
15148209	47699906
15148209	37754828
15148209	34550461
15148209	49803295
15148209	1427516
11422426	1772811
11422426	2453346
11422426	1743813
11422426	2731653
11422426	1427140
11422426	1114105
11422426	2476406
11422426	2768864
11422426	1360943
11422426	1329729
16804319	43299782
16804319	46189699
16804319	46187260
16804319	2433134
16804319	59125453
16804319	40752538
16804319	55661662
16804319	1989415
15970639	41545710
15970639	2708174
15970639	3502905
15970639	2688789
15970639	2260633
15970639	3045872
15970639	50679034
15970639	2601245
15970639	49559779
15970639	2126532
15413351	1390672
15413351	2001326
15413351	2502736
15413351	1092868
15413351	2562146
15413351	1382495
15413351	1023524
15413351	1022068
15413351	35969429
21837933	57384095
21837933	2812676
21837933	45090360
21837933	82462619
15533885	1291481
15533885	46706960
14754657	1706717
14754657	28890543
14754657	52756932
14754657	3497042
14754657	2203711
14754657	2769940
14754657	3097676
14754657	3345782
14754657	4331680
14754657	1624965
11079005	1775062
11079005	1706717
11079005	8140666
11079005	1297759
11079005	2746415
11079005	3172349
11079005	2564587
11079005	3642289
11079005	1139952
11079005	3488023
11317329	1535324
11317329	2196140
11317329	10224087
11317329	2788834
11317329	1942939
11317329	24190900
14854427	3396845
14854427	40621428
14854427	21873837
14854427	1875209
14854427	2318018
14854427	2547523
14854427	22620820
14854427	1207734
14854427	47801695
14854427	2564587
17890148	48984720
17890148	1801676
17890148	57767162
17890148	35754760
17890148	56529540
17890148	1743813
17890148	1070073
17890148	49295507
17890148	14542622
17890148	2660559
19726925	65310807
19726925	2791974
19726925	14272570
19726925	44096680
19726925	2166142
19726925	46915838
19726925	73806466
19726925	1666144
19726925	3314107
19726925	45064148
21315889	1419548
21315889	43411894
21315889	27576640
21315889	4553282
21315889	2228662
21315889	1385730
21315889	2558442
21315889	28113921
21315889	81987855
21315889	1144375
11488510	1444580
11488510	1432690
20576599	50801149
20576599	82073714
20576599	53135979
20576599	51824653
20576599	54854481
20576599	45712231
20576599	49318039
20576599	47211895
20576599	47768112
20576599	44048791
20807599	46475507
20807599	3231724
20807599	1109956
20807599	1246288
20807599	1489031
20807599	2927227
20807599	1206049
20807599	34765465
20807599	54537246
20807599	2181627
10976681	1706717
10976681	1163456
10976681	1194128
10976681	1168579
10976681	2230213
10976681	4149102
10976681	2140526
10976681	1070756
10976681	1180078
10976681	1437593
12505087	13820393
12505087	1706717
12505087	3502905
12505087	27576640
12505087	1246288
12505087	1666144
12505087	2852260
12505087	37117817
12505087	2510649
12505087	1973489
15406631	28212758
15406631	1325458
15406631	3078425
15406631	1845505
15406631	1801269
15406631	1876357
15409902	3502905
15409902	48623113
15409902	1571695
15409902	1180078
15409902	29130687
15409902	1522238
15409902	1329729
15409902	54693777
15409902	1054321
15409902	2233203
15590807	1290995
15590807	2254648
15590807	4323334
15590807	2323005
15590807	1365224
15590807	2152684
15590807	2177534
15590807	2256895
15590807	3065904
15590807	50201993
11026403	1706717
11026403	1297759
11026403	2746415
11026403	1093662
11026403	4044966
11026403	2273909
11026403	2564587
11026403	2812676
11026403	2765177
11026403	2147079
15404475	22358839
15404475	39438738
15404475	46009658
15404475	4379714
15404475	46834425
15404475	10225289
15404475	1907423
15404475	28421393
15404475	2161564
15404475	1489802
21717499	44289920
21717499	4571053
21717499	28923845
21717499	1901885
21717499	7704940
21717499	1129754
21717499	39231343
21717499	53261826
21717499	1917303
21717499	47152916
12958891	2079012
12958891	2219838
12958891	8140666
12958891	4696607
12958891	1093662
12958891	2601245
12958891	1183741
12958891	23341215
12958891	3700777
12958891	1426962
18618511	1389783
18618511	1043677
18618511	1304215
18618511	2364371
18618511	41952836
18618511	1001618
18618511	2177534
18618511	3972830
18618511	48031598
18618511	3514232
17861911	28061283
17861911	59125453
17861911	30112271
17861911	50937339
15318614	1706717
15318614	2067925
15318614	2254648
15318614	3502905
15318614	49559779
15318614	1246288
15318614	1666144
15318614	1693898
15318614	2852260
15318614	1420339
13826642	2254648
13826642	8140666
13826642	1751748
13826642	2611596
13826642	1173867
13826642	1427937
13826642	3589191
13826642	39813636
13826642	2007815
13826642	43813609
12058926	1127232
12058926	1382495
12058926	1291723
12058926	4868621
11471741	1495213
11471741	2203139
11471741	2356221
11471741	3547489
11471741	27404309
11471741	1710488
11471741	1909428
11471741	3719577
11471741	4615839
11471741	1747760
12705612	42374398
12705612	2418218
12705612	1171683
12705612	1348026
12705612	4149102
12705612	1081401
12705612	2958281
12705612	1400506
12705612	1206189
12705612	4101145
11101294	1706717
11101294	2356274
11101294	3002505
11101294	1093662
11101294	3589191
11101294	2562146
11101294	2550646
11101294	1196397
11101294	2022053
11101294	1183741
15329723	48319207
15329723	37222993
15329723	35592210
15329723	4213639
15329723	1743813
15329723	3016516
15329723	2502736
15329723	3494717
15329723	37713435
15329723	4387398
11732670	2777801
11732670	1813608
11732670	31036870
16172051	45833053
16172051	1706717
16172051	1218360
16172051	49599030
16172051	1168579
16172051	1060617
16172051	1048857
16172051	33072113
16172051	48114489
16172051	41754503
11179659	2067545
20754231	52003821
20754231	1801676
20754231	53377910
20754231	67592977
20754231	77155531
20754231	2618350
20754231	59417544
20754231	82073714
20754231	2569719
20754231	41920197
15213033	1109634
15213033	2326864
15213033	1474664
15213033	9751737
15213033	42557503
15213033	1665693
12296270	34694106
12296270	2203930
12296270	31332052
12296270	2465063
12296270	33952399
12296270	4327317
12296270	2384238
12296270	1717805
12296270	4394631
12296270	1385539
14490793	53303343
18375205	46484269
18375205	2880217
18375205	1498862
18375205	48828131
18375205	53843766
18375205	2892347
18375205	39312941
18375205	42461151
18375205	2537276
18375205	3177004
15614116	3537238
15614116	2525445
15614116	1667170
15614116	27599959
15614116	2601245
15614116	2562146
15614116	53297430
15614116	51234456
15614116	5897293
15614116	28887689
16843389	1529553
16843389	2927227
16843389	4026578
16843389	45577795
15349038	1433642
15349038	1218360
15349038	2067925
15349038	2254648
15349038	3502905
15349038	37222993
15349038	49599030
15349038	1109922
15349038	22358839
15349038	49559779
11281648	1066307
11281648	1535324
11281648	2356274
11281648	1097548
11281648	2185513
11281648	2731653
11281648	2525771
11281648	2342112
11281648	2215310
11281648	2273909
12812119	2512397
12812119	2746415
12812119	36189813
12812119	2196140
12812119	2601245
12812119	1423094
12812119	1757907
12812119	1075690
12812119	2342112
12812119	3700777
12275494	1015314
12275494	3502905
12275494	22358839
12275494	1996425
12275494	1246288
12275494	1817340
12275494	1954173
12275494	37117817
12275494	2599199
12275494	3823996
15712824	8140666
15712824	37222993
15712824	1486782
15712824	1666144
15712824	40820151
15712824	2226480
15712824	1344200
15712824	3972562
15712824	43299782
15712824	14581036
15342543	3537238
15342543	3561256
15342543	37222993
15342543	2210968
15342543	2676594
15342543	5642459
15342543	3489777
15342543	11462602
15342543	33946237
15342543	51174352
14333562	1706717
14333562	37222993
14333562	14272570
14333562	2298424
14333562	4486024
14333562	44096680
14333562	1218484
14333562	1666144
14333562	11462602
14333562	1090775
21829143	2730626
21829143	3861596
21829143	14196915
21829143	2803489
21829143	6688883
21829143	2841013
21829143	33637145
21829143	49680737
21829143	3274897
21829143	2184160
20557353	71915631
20557353	55471713
20557353	55950287
20557353	45264015
20557353	1222202
20557353	4847191
20557353	53593406
20557353	52651219
20557353	2001326
20557353	1760980
19723324	1744651
19723324	44289920
19723324	1654457
19723324	59125453
19723324	43662359
19723324	62598360
19723324	78894647
19723324	4322026
19723324	58234468
19723324	1225258
16502472	58296661
16502472	33824579
16502472	4571053
16502472	43648976
